"","X","trialid","lottery_mag","lottery_prob","sb_mag","fixation_time","lottery_poke","surebet_poke","subj_choice","RT_choice","RT_fixation","reward_received","lottery_outcome","trial_in_block","block_number","trial_number","block_length","ex_fixation","ex_choice","ITI","ex_ITI","viol","reward","trialnum","RT","sessid","subjid","trialtime","individual","species_name","species","forced","forced_surebet","forced_lottery","is_side_choice","total_rew_multi","delta_ev","prev_reward","choice","prev_choice","prev_outcome_s","prev_outcome","log_RT"
"547",547,21298057,32,0.5,3,1,"BotR","BotL","lottery",0.512473,1.78203,0,"lose",10,1,10,42,0,0,7.24066,0,0,0,10,0.512473,172229,2154,"2020-09-23 13:59:18.0078",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,156,36,1,0,"surebet",0,0.00155114545451417
"548",548,21298099,2,0.5,3,1,"BotR","BotL","surebet",0.309925,4.35497,36,"lose",12,1,12,42,0,1,3.78723,0,0,36,12,0.309925,172229,2154,"2020-09-23 13:59:45.2138",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,-24,0,0,1,"lottery_lose",-1,-0.501366548519215
"549",549,21298203,0,0.5,3,1,"BotR","BotL","surebet",0.633401,0.469438,36,"lose",15,1,15,42,0,1,8.49748,0,0,36,15,0.633401,172229,2154,"2020-09-23 14:00:56.3319",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,-36,384,0,1,"lottery_win",1,0.213406831641049
"550",550,21298235,0,0.5,3,1,"BotR","BotL","surebet",0.331088,0.6532,36,"win",17,1,17,42,0,0,3.58544,0,0,36,17,0.331088,172229,2154,"2020-09-23 14:01:20.9949",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,-36,0,0,1,"lottery_lose",-1,-0.435312680173953
"551",551,21298251,4,0.5,3,1,"BotR","BotL","surebet",0.505049,2.80796,36,"lose",18,1,18,42,0,0,6.39599,0,0,36,18,0.505049,172229,2154,"2020-09-23 14:01:35.7568",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,-12,36,0,0,"surebet",0,-0.0130414269721726
"552",552,21298319,0,0.5,3,1,"BotR","BotL","surebet",0.50226,4.79388,36,"win",20,1,20,42,0,1,9.67193,0,0,36,20,0.50226,172229,2154,"2020-09-23 14:02:42.9284",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,-36,0,0,1,"lottery_lose",-1,-0.0185789673434054
"553",553,21298371,4,0.5,3,1,"BotR","BotL","surebet",0.500805,1.17805,36,"lose",24,1,24,42,0,2,8.51776,0,0,36,24,0.500805,172229,2154,"2020-09-23 14:03:44.3702",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,-12,36,0,0,"surebet",0,-0.0214800774818178
"554",554,21298391,2,0.5,3,1,"BotR","BotL","surebet",0.317506,1.31993,36,"win",26,1,26,42,0,0,3.6737,0,0,36,26,0.317506,172229,2154,"2020-09-23 14:04:11.1769",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,-24,0,0,1,"lottery_lose",-1,-0.477200165451442
"555",555,21298423,16,0.5,3,1,"BotR","BotL","lottery",0.453547,20.3196,192,"win",27,1,27,42,0,0,9.51617,0,0,192,27,0.453547,172229,2154,"2020-09-23 14:04:46.4399",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,60,36,1,0,"surebet",0,-0.120597978690072
"556",556,21298459,32,0.5,3,1,"BotR","BotL","lottery",0.417124,6.47376,0,"lose",29,1,29,42,0,0,4.51894,0,0,0,29,0.417124,172229,2154,"2020-09-23 14:05:20.0801",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,156,0,1,1,"lottery_lose",-1,-0.204313341537662
"557",557,21298471,2,0.5,3,1,"BotR","BotL","surebet",0.371961,0.406989,36,"win",30,1,30,42,0,1,3.61103,0,0,36,30,0.371961,172229,2154,"2020-09-23 14:05:29.8097",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,-24,0,0,1,"lottery_lose",-1,-0.318907871175918
"558",558,21298481,16,0.5,3,1,"BotR","BotL","lottery",0.368796,0.65552,192,"win",31,1,31,42,0,0,7.6577,0,0,192,31,0.368796,172229,2154,"2020-09-23 14:05:43.7379",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,60,36,1,0,"surebet",0,-0.32745323560679
"559",559,21298491,16,0.5,3,1,"BotR","BotL","lottery",0.403814,5.27782,192,"win",32,1,32,42,0,0,5.08307,0,0,192,32,0.403814,172229,2154,"2020-09-23 14:05:59.8592",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,60,192,1,1,"lottery_win",1,-0.236742505336677
"560",560,21298505,8,0.5,3,1,"BotR","BotL","lottery",0.47255,7.17379,0,"lose",33,1,33,42,0,1,3.50495,0,0,0,33,0.47255,172229,2154,"2020-09-23 14:06:17.2514",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,12,192,1,1,"lottery_win",1,-0.0795533198023604
"561",561,21298521,4,0.5,3,1,"BotR","BotL","lottery",0.518629,0.797045,48,"win",34,1,34,42,0,1,8.88069,1,0,48,34,0.518629,172229,2154,"2020-09-23 14:06:38.0683",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,-12,0,1,1,"lottery_lose",-1,0.0134919100817196
"562",562,21298527,8,0.5,3,1,"BotR","BotL","surebet",0.402709,0.803866,36,"lose",35,1,35,42,0,1,6.19578,0,0,36,35,0.402709,172229,2154,"2020-09-23 14:06:50.5170",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,12,48,0,1,"lottery_win",1,-0.239482664492473
"563",563,21298541,32,0.5,3,1,"BotR","BotL","lottery",0.266553,0.195406,0,"lose",36,1,36,42,0,0,8.73378,0,0,0,36,0.266553,172229,2154,"2020-09-23 14:07:05.9316",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,156,36,1,0,"surebet",0,-0.652123783113962
"564",564,21298555,4,0.5,3,1,"BotR","BotL","surebet",0.657502,0.396644,36,"win",37,1,37,42,0,0,8.53102,0,0,36,37,0.657502,172229,2154,"2020-09-23 14:07:20.3187",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,-12,0,0,1,"lottery_lose",-1,0.250750924628963
"565",565,21298583,4,0.5,3,1,"BotR","BotL","surebet",0.445843,0.679833,36,"lose",39,1,39,42,0,0,3.35356,0,0,36,39,0.445843,172229,2154,"2020-09-23 14:07:47.6351",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,-12,36,0,0,"surebet",0,-0.137730009133439
"566",566,21298601,16,0.5,3,1,"BotR","BotL","lottery",0.339057,0.466205,0,"lose",40,1,40,42,0,0,4.66994,0,0,0,40,0.339057,172229,2154,"2020-09-23 14:07:59.3385",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,60,36,1,0,"surebet",0,-0.411528646404268
"567",567,21298615,8,0.5,3,1,"BotR","BotL","lottery",0.382092,5.81209,0,"lose",41,1,41,42,0,0,3.37994,0,0,0,41,0.382092,172229,2154,"2020-09-23 14:08:15.1241",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,12,0,1,1,"lottery_lose",-1,-0.292035463937258
"568",568,21298693,2,0.5,3,1,"BotR","BotL","lottery",0.892056,110.326,0,"lose",42,1,42,42,0,0,3.2687,0,0,0,42,0.892056,172229,2154,"2020-09-23 14:10:15.8405",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,-24,0,1,1,"lottery_lose",-1,0.555832029635043
"569",569,21298737,32,0.5,3,1,"BotR","BotL","lottery",0.680166,8.38391,0,"lose",2,2,44,42,0,0,6.83079,0,0,0,44,0.680166,172229,2154,"2020-09-23 14:10:52.9591",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,156,0,1,1,"lottery_lose",-1,0.284640004781921
"570",570,21298743,2,0.5,3,1,"BotR","BotL","lottery",0.485005,1.5384,0,"lose",3,2,45,42,0,0,3.31779,0,0,0,45,0.485005,172229,2154,"2020-09-23 14:11:04.5212",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,-24,0,1,1,"lottery_lose",-1,-0.0535376810807321
"571",571,21298797,4,0.5,3,1,"BotR","BotL","surebet",0.600013,11.1506,36,"win",7,2,49,42,0,0,8.79894,0,0,36,49,0.600013,172229,2154,"2020-09-23 14:12:11.2770",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,-12,0,0,1,"lottery_lose",-1,0.159254440404669
"572",572,21298829,8,0.5,3,1,"BotR","BotL","surebet",0.502396,0.212326,36,"lose",10,2,52,42,0,0,8.97311,0,0,36,52,0.502396,172229,2154,"2020-09-23 14:12:59.1242",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,12,36,0,0,"surebet",0,-0.0183082279045714
"573",573,21298861,8,0.5,3,1,"BotR","BotL","lottery",0.761864,24.873,96,"win",11,2,53,42,0,1,7.65664,0,0,96,53,0.761864,172229,2154,"2020-09-23 14:13:37.8065",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,12,36,1,0,"surebet",0,0.398071180823894
"574",574,21298873,4,0.5,3,1,"BotR","BotL","surebet",0.42974,0.467961,36,"lose",12,2,54,42,0,1,7.82826,0,0,36,54,0.42974,172229,2154,"2020-09-23 14:13:51.5537",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,-12,96,0,1,"lottery_win",1,-0.174516506593843
"575",575,21298893,0,0.5,3,1,"BotR","BotL","surebet",1.15614,5.39145,36,"win",13,2,55,42,0,0,9.51148,0,0,36,55,1.15614,172229,2154,"2020-09-23 14:14:12.7933",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,-36,36,0,0,"surebet",0,0.81514526792244
"576",576,21298983,32,0.5,3,1,"BotR","BotL","lottery",0.465594,26.0468,0,"lose",17,2,59,42,0,0,6.94403,0,0,0,59,0.465594,172229,2154,"2020-09-23 14:16:01.1705",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,156,0,1,1,"lottery_lose",-1,-0.0943828715071685
"577",577,21298991,4,0.5,3,1,"BotR","BotL","lottery",0.31358,0.468038,0,"lose",18,2,60,42,0,0,4.0128,0,0,0,60,0.31358,172229,2154,"2020-09-23 14:16:12.1856",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,-12,0,1,1,"lottery_lose",-1,-0.489642370311121
"578",578,21298999,0,0.5,3,1,"BotR","BotL","lottery",0.560433,0.898583,0,"win",19,2,61,42,0,0,9.80231,0,0,0,61,0.560433,172229,2154,"2020-09-23 14:16:28.4751",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,-36,0,1,1,"lottery_lose",-1,0.0910128179953199
"579",579,21299055,0,0.5,3,1,"BotR","BotL","surebet",0.651805,83.4069,36,"win",21,2,63,42,0,0,8.10083,0,0,36,63,0.651805,172229,2154,"2020-09-23 14:18:18.7953",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,-36,36,0,0,"surebet",0,0.242048556195357
"580",580,21299063,4,0.5,3,1,"BotR","BotL","surebet",1.4479,0.901045,36,"win",22,2,64,42,0,1,4.19619,0,0,36,64,1.4479,172229,2154,"2020-09-23 14:18:31.0878",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,-12,36,0,0,"surebet",0,1.04017262854395
"581",581,21299293,32,0.5,3,1,"BotR","BotL","lottery",0.833574,41.617,0,"lose",24,2,66,42,0,1,5.37891,0,0,0,66,0.833574,172229,2154,"2020-09-23 14:23:56.2310",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,156,48,1,1,"lottery_win",1,0.488025599250064
"582",582,21299305,16,0.5,3,1,"BotR","BotL","lottery",0.553382,0.689125,0,"lose",25,2,67,42,0,0,4.8404,0,0,0,67,0.553382,172229,2154,"2020-09-23 14:24:08.5235",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,60,0,1,1,"lottery_lose",-1,0.0783516593787493
"583",583,21299333,0,0.5,3,1,"BotR","BotL","surebet",0.48286,0.713637,36,"win",27,2,69,42,0,0,4.61429,0,0,36,69,0.48286,172229,2154,"2020-09-23 14:24:40.2161",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,-36,36,0,0,"surebet",0,-0.0579701246794174
"584",584,21299339,4,0.5,3,1,"BotR","BotL","surebet",3.14933,1.36904,36,"lose",28,2,70,42,0,0,6.15429,0,0,36,70,3.14933,172229,2154,"2020-09-23 14:24:56.7297",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,-12,36,0,0,"surebet",0,1.81724812954004
"585",585,21299349,2,0.5,3,1,"BotR","BotL","surebet",0.768084,0.525373,36,"win",29,2,71,42,0,0,4.08538,0,0,36,71,0.768084,172229,2154,"2020-09-23 14:25:07.5926",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,-24,36,0,0,"surebet",0,0.406202220923237
"586",586,21299469,8,0.5,3,1,"BotR","BotL","surebet",1.39841,217.175,36,"win",30,2,72,42,0,1,5.2166,0,0,36,72,1.39841,172229,2154,"2020-09-23 14:28:56.2238",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,12,36,0,0,"surebet",0,1.00539427466203
"587",587,21299505,2,0.5,3,1,"BotR","BotL","surebet",0.701107,83.7079,36,"lose",31,2,73,42,0,0,4.59597,0,0,36,73,0.701107,172229,2154,"2020-09-23 14:30:30.1872",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,-24,36,0,0,"surebet",0,0.314963633230023
"588",588,21299509,2,0.5,3,1,"BotR","BotL","surebet",1.03424,1.36412,36,"win",32,2,74,42,0,0,8.73886,0,0,36,74,1.03424,172229,2154,"2020-09-23 14:30:46.7646",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,-24,36,0,0,"surebet",0,0.703725255209196
"589",589,21299515,2,0.5,3,1,"BotR","BotL","surebet",0.683042,1.62412,36,"win",33,2,75,42,0,0,4.96289,0,0,36,75,0.683042,172229,2154,"2020-09-23 14:31:00.0175",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,-24,36,0,0,"surebet",0,0.288859469848142
"590",590,21299523,16,0.5,3,1,"BotR","BotL","lottery",0.648963,5.33326,192,"win",34,2,76,42,0,1,8.12484,0,0,192,76,0.648963,172229,2154,"2020-09-23 14:31:21.3154",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,60,36,1,0,"surebet",0,0.237678823049663
"591",591,21299529,16,0.5,3,1,"BotR","BotL","lottery",1.00836,0.265583,192,"win",35,2,77,42,0,0,5.32753,0,0,192,77,1.00836,172229,2154,"2020-09-23 14:31:35.0680",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,60,192,1,1,"lottery_win",1,0.678383646484702
"592",592,21299531,32,0.5,3,1,"BotR","BotL","lottery",0.615146,0.438319,0,"lose",36,2,78,42,0,0,5.69823,0,0,0,78,0.615146,172229,2154,"2020-09-23 14:31:48.0300",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,156,192,1,1,"lottery_win",1,0.184162756762541
"593",593,21299679,32,0.5,3,1,"BotR","BotL","lottery",0.724391,29.4652,0,"lose",37,2,80,42,0,0,7.15016,0,0,0,80,0.724391,172229,2154,"2020-09-23 14:37:42.0352",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,156,0,1,9,"surebet",0,0.347634420613557
"594",594,21300233,0,0.5,3,1,"BotR","BotL","surebet",0.442806,1.59707,36,"lose",38,2,86,42,0,1,8.46311,0,0,36,86,0.442806,172229,2154,"2020-09-23 15:03:45.8400",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,-36,0,0,9,"surebet",0,-0.144565130365245
"595",595,21300449,16,0.5,3,1,"BotR","BotL","surebet",0.317441,62.9389,36,"win",39,2,89,42,0,0,9.64434,0,0,36,89,0.317441,172229,2154,"2020-09-23 15:15:25.0836",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,60,0,0,9,"surebet",0,-0.477404906950267
"596",596,21300455,8,0.5,3,1,"BotR","BotL","surebet",0.364194,0.794443,36,"win",40,2,90,42,0,1,4.67426,0,0,36,90,0.364194,172229,2154,"2020-09-23 15:15:36.0320",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,12,36,0,0,"surebet",0,-0.340010188550203
"597",597,21300483,8,0.5,3,1,"BotR","BotL","surebet",0.519686,96.4177,36,"win",41,2,91,42,0,0,4.32089,0,0,36,91,0.519686,172229,2154,"2020-09-23 15:17:22.4053",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,12,36,0,0,"surebet",0,0.0155279017896857
"598",598,21300491,16,0.5,3,1,"BotR","BotL","lottery",0.522554,14.239,192,"win",42,2,92,42,0,0,7.23464,0,0,192,92,0.522554,172229,2154,"2020-09-23 15:17:50.0346",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,60,36,1,0,"surebet",0,0.0210314465376679
"599",599,21300493,16,0.5,3,1,"BotR","BotL","surebet",0.296314,0.423286,36,"win",1,3,93,42,0,0,8.83252,0,0,36,93,0.296314,172229,2154,"2020-09-23 15:18:04.9616",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,60,192,0,1,"lottery_win",1,-0.546277178370742
"600",600,21300499,16,0.5,3,1,"BotR","BotL","lottery",0.740903,13.1207,192,"win",2,3,94,42,0,0,6.07642,0,0,192,94,0.740903,172229,2154,"2020-09-23 15:18:32.2055",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,60,36,1,0,"surebet",0,0.370172831300425
"601",601,21300521,2,0.5,3,1,"BotR","BotL","surebet",0.359389,108.018,36,"win",4,3,96,42,0,1,7.01989,0,0,36,96,0.359389,172229,2154,"2020-09-23 15:20:51.8261",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,-24,0,0,1,"lottery_lose",-1,-0.353291513928857
"602",602,21632057,4,0.5,3,1,"BotR","BotL","surebet",0.245824,15.1571,36,"win",2,1,2,42,0,1,9.96822,0,0,36,2,0.245824,175415,2154,"2020-10-07 14:09:26.5014",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,-12,36,0,0,"surebet",0,-0.733081048519986
"603",603,21632089,32,0.5,3,1,"BotR","BotL","surebet",0.490246,13.299,36,"win",3,1,3,42,0,1,7.93641,0,0,36,3,0.490246,175415,2154,"2020-10-07 14:09:53.3179",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,156,36,0,0,"surebet",0,-0.0427895753027542
"604",604,21632109,16,0.5,3,1,"BotR","BotL","surebet",0.254425,8.40555,36,"lose",4,1,4,42,0,1,6.93229,0,0,36,4,0.254425,175415,2154,"2020-10-07 14:10:13.7830",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,60,36,0,0,"surebet",0,-0.69869078416543
"605",605,21632125,16,0.5,3,1,"BotR","BotL","surebet",0.316723,0.643247,36,"lose",5,1,5,42,0,1,7.91266,0,0,36,5,0.316723,175415,2154,"2020-10-07 14:10:27.1174",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,60,36,0,0,"surebet",0,-0.479669306401499
"606",606,21632171,32,0.5,3,1,"BotR","BotL","surebet",0.276369,8.56422,36,"lose",8,1,8,42,0,1,7.86077,0,0,36,8,0.276369,175415,2154,"2020-10-07 14:11:18.7768",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,156,0,0,1,"lottery_lose",-1,-0.615959951935123
"607",607,21632347,8,0.5,3,1,"BotR","BotL","surebet",0.264448,6.51015,36,"lose",11,1,11,42,0,1,3.63393,0,0,36,11,0.264448,175415,2154,"2020-10-07 14:13:54.9578",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,12,36,0,0,"surebet",0,-0.660052246626362
"608",608,21632359,2,0.5,3,1,"BotR","BotL","surebet",0.263438,1.46972,36,"win",12,1,12,42,0,1,3.64797,0,0,36,12,0.263438,175415,2154,"2020-10-07 14:14:05.2752",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,-24,36,0,0,"surebet",0,-0.663878835065659
"609",609,21632371,32,0.5,3,1,"BotR","BotL","surebet",0.303284,1.41825,36,"win",13,1,13,42,0,1,5.75214,0,0,36,13,0.303284,175415,2154,"2020-10-07 14:14:17.6914",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,156,36,0,0,"surebet",0,-0.523027220990167
"610",610,21632389,2,0.5,3,1,"BotR","BotL","surebet",0.257687,4.87583,36,"win",14,1,14,42,0,1,7.88292,0,0,36,14,0.257687,175415,2154,"2020-10-07 14:14:35.7552",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,-24,36,0,0,"surebet",0,-0.685951211112897
"611",611,21632401,0,0.5,3,1,"BotR","BotL","surebet",0.270401,5.62204,36,"lose",15,1,15,42,0,1,7.74736,0,0,36,15,0.270401,175415,2154,"2020-10-07 14:14:54.3540",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,-36,36,0,0,"surebet",0,-0.637790838856603
"612",612,21632417,0,0.5,3,1,"BotR","BotL","surebet",0.323845,8.20783,36,"lose",16,1,16,42,0,1,5.06187,0,0,36,16,0.323845,175415,2154,"2020-10-07 14:15:12.8191",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,-36,36,0,0,"surebet",0,-0.457431874980251
"613",613,21632433,8,0.5,3,1,"BotR","BotL","surebet",0.23646,1.08538,36,"win",17,1,17,42,0,1,7.7225,0,0,36,17,0.23646,175415,2154,"2020-10-07 14:15:27.3683",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,12,36,0,0,"surebet",0,-0.771917820808458
"614",614,21632443,8,0.5,3,1,"BotR","BotL","surebet",0.261095,0.779669,36,"lose",18,1,18,42,0,1,8.79629,0,0,36,18,0.261095,175415,2154,"2020-10-07 14:15:42.0994",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,12,36,0,0,"surebet",0,-0.672812555472754
"615",615,21632473,8,0.5,3,1,"BotR","BotL","surebet",0.257714,13.2125,36,"lose",19,1,19,42,0,1,9.23653,0,0,36,19,0.257714,175415,2154,"2020-10-07 14:16:09.9842",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,12,36,0,0,"surebet",0,-0.685846438324235
"616",616,21632487,4,0.5,3,1,"BotR","BotL","surebet",0.28435,3.72538,36,"lose",20,1,20,42,0,1,6.84051,0,0,36,20,0.28435,175415,2154,"2020-10-07 14:16:25.9388",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,-12,36,0,0,"surebet",0,-0.587491007490617
"617",617,21632527,0,0.5,3,1,"BotR","BotL","surebet",0.332696,14.7343,36,"lose",22,1,22,42,0,0,4.28396,0,0,36,22,0.332696,175415,2154,"2020-10-07 14:17:04.1532",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,-36,36,0,0,"surebet",0,-0.430467721134672
"618",618,21632537,16,0.5,3,1,"BotR","BotL","lottery",0.471551,0.632991,0,"lose",23,1,23,42,0,0,5.32509,1,0,0,23,0.471551,175415,2154,"2020-10-07 14:17:17.9930",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,60,36,1,0,"surebet",0,-0.0816696195898912
"619",619,21632577,4,0.5,3,1,"BotR","BotL","surebet",0.320034,7.66735,36,"win",25,1,25,42,0,1,8.1589,0,0,36,25,0.320034,175415,2154,"2020-10-07 14:17:59.0220",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,-12,36,0,0,"surebet",0,-0.469269641093785
"620",620,21632589,2,0.5,3,1,"BotR","BotL","surebet",0.38549,0.707919,36,"win",26,1,26,42,0,0,7.05849,0,0,36,26,0.38549,175415,2154,"2020-10-07 14:18:12.1758",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,-24,36,0,0,"surebet",0,-0.283181628913722
"621",621,21632621,32,0.5,3,1,"BotR","BotL","lottery",0.364312,0.824469,384,"win",28,1,28,42,0,0,3.55114,0,0,384,28,0.364312,175415,2154,"2020-10-07 14:18:38.4526",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,156,36,1,0,"surebet",0,-0.339686237886703
"622",622,21632679,2,0.5,3,1,"BotR","BotL","surebet",0.289245,14.7229,36,"lose",30,1,30,42,0,0,5.30864,0,0,36,30,0.289245,175415,2154,"2020-10-07 14:19:18.1119",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,-24,96,0,1,"lottery_win",1,-0.570422801403748
"623",623,21632705,16,0.5,3,1,"BotR","BotL","lottery",0.367464,2.7014,0,"lose",31,1,31,42,0,0,9.47338,0,0,0,31,0.367464,175415,2154,"2020-10-07 14:19:36.8875",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,60,36,1,0,"surebet",0,-0.331071526572522
"624",624,21632717,2,0.5,3,1,"BotR","BotL","surebet",0.302524,0.54347,36,"lose",32,1,32,42,0,0,3.79457,0,0,36,32,0.302524,175415,2154,"2020-10-07 14:19:46.5307",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,-24,0,0,1,"lottery_lose",-1,-0.525536268076714
"625",625,21632749,4,0.5,3,1,"BotR","BotL","surebet",0.28742,15.0194,36,"lose",33,1,33,42,0,1,3.12973,0,0,36,33,0.28742,175415,2154,"2020-10-07 14:20:09.7045",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,-12,36,0,0,"surebet",0,-0.576752320597325
"626",626,21632819,8,0.5,3,1,"BotR","BotL","surebet",2.66328,7.83317,36,"win",36,1,36,42,0,3,6.72425,0,0,36,36,2.66328,175415,2154,"2020-10-07 14:21:00.6388",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,12,192,0,1,"lottery_win",1,1.64961684361699
"627",627,21632837,4,0.5,3,1,"BotR","BotL","surebet",0.4026,0.279686,36,"win",37,1,37,42,0,0,8.21524,0,0,36,37,0.4026,175415,2154,"2020-10-07 14:21:14.3733",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,-12,36,0,0,"surebet",0,-0.239753368037734
"628",628,21632861,16,0.5,3,1,"BotR","BotL","surebet",0.309036,6.07153,36,"win",38,1,38,42,0,0,8.11357,0,0,36,38,0.309036,175415,2154,"2020-10-07 14:21:34.4438",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,60,36,0,0,"surebet",0,-0.504239106277475
"629",629,21632999,0,0.5,3,1,"BotR","BotL","surebet",0.272458,0.585179,36,"win",41,1,41,42,0,1,8.4752,1,0,36,41,0.272458,175415,2154,"2020-10-07 14:23:27.9124",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,-36,384,0,1,"lottery_win",1,-0.630212407459503
"630",630,21633035,0,0.5,3,1,"BotR","BotL","surebet",0.398064,16.4036,36,"win",42,1,42,42,0,0,7.64497,0,0,36,42,0.398064,175415,2154,"2020-10-07 14:23:57.3958",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,-36,36,0,0,"surebet",0,-0.251084084866468
"631",631,21633051,4,0.5,3,1,"BotR","BotL","surebet",0.401899,0.205052,36,"lose",1,2,43,42,0,0,6.87368,0,0,36,43,0.401899,175415,2154,"2020-10-07 14:24:09.9175",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,-12,36,0,0,"surebet",0,-0.241496067972505
"632",632,21633077,32,0.5,3,1,"BotR","BotL","lottery",0.379923,0.471152,0,"lose",2,2,44,42,0,0,9.56319,1,0,0,44,0.379923,175415,2154,"2020-10-07 14:24:27.1807",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,156,36,1,0,"surebet",0,-0.297728280634493
"633",633,21633109,16,0.5,3,1,"BotR","BotL","lottery",1.09265,6.90749,0,"lose",3,2,45,42,0,1,7.01616,0,0,0,45,1.09265,175415,2154,"2020-10-07 14:24:48.4230",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,60,0,1,1,"lottery_lose",-1,0.758664336072736
"634",634,21633129,8,0.5,3,1,"BotR","BotL","surebet",0.486205,1.39873,36,"win",4,2,46,42,0,2,4.50311,0,0,36,46,0.486205,175415,2154,"2020-10-07 14:25:00.0051",1,"rat",2,FALSE,FALSE,FALSE,FALSE,12,12,0,0,1,"lottery_lose",-1,-0.0510665355804675
